
   -1.1314    1.9596    1.6000
    0.3771    1.9596    2.6667
    0.0000    1.3064    1.6000
    0.0000    2.6128    1.6000
    2.2627    1.3064   -1.6000
    1.8856    1.9596   -2.6667
    2.2627    2.6128   -1.6000
    3.0170    2.6128   -2.6667
   -2.6399   -4.5724   -2.6667
   -2.2627   -5.2256   -1.6000
   -2.6399   -5.8788   -2.6667
   -1.5085   -5.2256   -2.6667
         0    2.6128   -1.6000
   -0.3771    1.9596   -2.6667
   -1.5085    2.6128   -2.6667
   -0.3771    3.2660   -2.6667
   -1.5085    0.0000    0.5333
   -1.1314    0.6532    1.6000
   -1.4266         0    0.4635
   -1.5085    1.3064    0.5333
   -3.7712   -5.2256   -2.6667
   -3.0170   -2.6128   -0.5333
   -2.2627   -2.6128   -1.6000
   -2.2627   -3.9192   -1.6000
   -3.3941   -3.2660   -1.6000
   -2.2627    1.3064   -1.6000
   -1.8856    0.6532   -0.5333
   -2.2627   -0.0000   -1.6000
   -1.1314    0.6532   -1.6000
   -2.2627   -2.6128    1.6000
   -1.1314   -3.2660    1.6000
   -1.5085   -2.6128    0.5333
   -1.1314   -1.9596    1.6000
   -1.8856   -3.2660   -0.5333
   -1.8856   -1.9596   -0.5333
   -0.7542   -2.6128   -0.5333
   -0.3771   -3.2660    0.5333
   -0.7542   -3.9192   -0.5333
    0.3771   -3.2660   -0.5333
   -1.8856   -0.6532   -0.5333
   -3.0170         0   -0.5333
   -0.4408    1.3568    0.4635
   -0.7542    1.3064   -0.5333
    1.1314    1.9596   -1.6000
    1.5085    2.6128   -0.5333
    1.1314    3.2660   -1.6000
   -0.3771   -4.5724   -2.6667
   -1.1314   -4.5724   -1.6000
    0.0000   -3.9192   -1.6000
   -1.1314   -3.2660   -1.6000
    0.0000   -0.0000    1.6000
   -0.7542   -0.0000    2.6667
   -0.8817         0    1.2135
    1.1314   -0.6532    1.6000
    1.5085    0.0000    2.6667
    1.5085   -1.3064    2.6667
    2.2627         0    1.6000
    6.4111   -0.6532   -2.6667
    6.7882         0   -1.6000
    6.4111    0.6532   -2.6667
    5.6569    0.6532   -1.6000
