-3.771236e+00	 -2.639865e+00	 -3.394113e+00
-3.394113e+00	 -2.262742e+00	 -2.262742e+00
-1.885618e+00	 -1.131371e+00	 -2.639865e+00
-3.394113e+00	 -2.639865e+00	 -3.771236e+00
-1.131371e+00	 -3.771236e-01	 -1.508494e+00
0	 -2.639865e+00	 -2.639865e+00
-2.262742e+00	 -1.508494e+00	 -2.639865e+00
-3.394113e+00	 -3.771236e+00	 1.131371e+00
0	 3.771236e-01	 3.771236e-01
-2.262742e+00	 -1.508494e+00	 -1.508494e+00
8.881784e-16	 8.881784e-16	 3.771236e-01
1.131371e+00	 -2.262742e+00	 -1.508494e+00
-2.262742e+00	 -1.131371e+00	 -7.542472e-01
-1.508494e+00	 -1.885618e+00	 -7.542472e-01
-7.542472e-01	 -3.771236e-01	 3.771236e-01
2.639865e+00	 1.885618e+00	 1.885618e+00
3.016989e+00	 8.881784e-16	 -1.131371e+00
8.881784e-16	 -1.885618e+00	 -1.508494e+00
-7.542472e-01	 -1.508494e+00	 1.131371e+00
-3.771236e-01	 3.771236e-01	 7.542472e-01
-7.542472e-01	 -2.262742e+00	 -2.262742e+00
-1.885618e+00	 -1.131371e+00	 -1.508494e+00
-1.131371e+00	 -3.771236e-01	 -1.508494e+00
-1.131371e+00	 7.542472e-01	 2.262742e+00
1.885618e+00	 7.542472e-01	 7.542472e-01
-3.771236e-01	 3.771236e-01	 -1.131371e+00
0	 0	 -1.508494e+00
-1.885618e+00	 -1.508494e+00	 -3.771236e-01
-7.542472e-01	 -2.262742e+00	 -2.639865e+00
-2.262742e+00	 -1.508494e+00	 -2.639865e+00
-3.771236e-01	 8.881784e-16	 -7.542472e-01
-3.016989e+00	 -2.639865e+00	 -2.639865e+00
0	 -3.771236e-01	 -3.016989e+00
-1.885618e+00	 -1.508494e+00	 -1.885618e+00
-1.885618e+00	 0	 1.131371e+00
-2.639865e+00	 -1.508494e+00	 -1.508494e+00
-1.508494e+00	 4.148360e+00	 4.902607e+00
5.279731e+00	 4.148360e+00	 4.525483e+00
5.656854e+00	 5.279731e+00	 5.279731e+00
-1.131371e+00	 -2.639865e+00	 -2.639865e+00
-2.262742e+00	 -1.508494e+00	 1.131371e+00
0	 -1.885618e+00	 -7.542472e-01
4.148360e+00	 4.148360e+00	 3.394113e+00
-1.500000e+00	 -1.885618e+00	 -2.262742e+00
-1.508494e+00	 3.771236e-01	 -3.771236e-01
-3.394113e+00	 -3.016989e+00	 -3.394113e+00
2.639865e+00	 -3.771236e+00	 1.500000e+00
-3.771236e-01	 -3.771236e-01	 -1.131371e+00
-1.131371e+00	 -1.131371e+00	 3.016989e+00
2.262742e+00	 -3.771236e-01	 7.542472e-01
-7.542472e-01	 -3.016989e+00	 0
4.902607e+00	 -2.639865e+00	 -3.016989e+00
-1.885618e+00	 -3.016989e+00	 1.508494e+00
1.508494e+00	 -1.131371e+00	 -2.262742e+00
-1.131371e+00	 7.542472e-01	 2.262742e+00
1.131371e+00	 1.131371e+00	 7.542472e-01
8.881784e-16	 1.131371e+00	 3.771236e+00
4.525483e+00	 3.394113e+00	 4.525483e+00
3.771236e-01	 8.881784e-16	 -7.542472e-01
-1.131371e+00	 5.656854e+00	 2.262742e+00
2.262742e+00	 1.508494e+00	 2.262742e+00
1.508494e+00	 0	 -2.262742e+00
3.394113e+00	 1.885618e+00	 1.508494e+00
1.508494e+00	 -1.885618e+00	 -7.542472e-01
-7.542472e-01	 1.131371e+00	 1.508494e+00
7.542472e-01	 7.542472e-01	 -3.771236e-01
1.885618e+00	 -2.262742e+00	 2.262742e+00
7.542472e-01	 4.525483e+00	 1.508494e+00
3.771236e-01	 -3.771236e+00	 -3.394113e+00
-3.394113e+00	 -2.262742e+00	 -3.771236e+00
-3.771236e+00	 -2.639865e+00	 -3.394113e+00
-3.016989e+00	 2.262742e+00	 1.131371e+00
8.881784e-16	 7.542472e-01	 7.542472e-01
-3.771236e-01	 -2.639865e+00	 3.394113e+00
3.771236e-01	 -3.771236e-01	 -3.394113e+00
-1.508494e+00	 -1.131371e+00	 -3.771236e+00
3.016989e+00	 1.885618e+00	 -3.771236e+00
-1.885618e+00	 -3.771236e+00	 -3.771236e+00
3.016989e+00	 -3.771236e-01	 -3.771236e-01
-1.508494e+00	 -2.639865e+00	 1.885618e+00
2.639865e+00	 2.639865e+00	 -3.771236e-01
1.885618e+00	 -1.131371e+00	 7.542472e-01
3.016989e+00	 4.148360e+00	 3.771236e+00
2.639865e+00	 1.131371e+00	 -1.131371e+00
1.131371e+00	 1.508494e+00	 3.016989e+00
3.394113e+00	 3.771236e+00	 -7.542472e-01
-1.885618e+00	 -3.016989e+00	 -2.639865e+00
-3.016989e+00	 1.885618e+00	 3.016989e+00
7.542472e-01	 2.639865e+00	 1.885618e+00
6.411101e+00	 6.033978e+00	 6.411101e+00
3.016989e+00	 3.394113e+00	 5.279731e+00
3.016989e+00	 4.148360e+00	 0
-7.542472e-01	 2.262742e+00	 3.771236e+00
1.885618e+00	 7.542472e-01	 1.885618e+00
6.788225e+00	 7.542472e+00	 -1.306395e+00
-6.531973e-01	 -6.531973e-01	 -1.959592e+00
2.612789e+00	 3.919184e+00	 3.265986e+00
3.265986e+00	 4.572381e+00	 4.572381e+00
5.878775e+00	 5.225578e+00	 1.959592e+00
1.959592e+00	 2.612789e+00	 2.612789e+00
-6.531973e-01	 6.531973e-01	 4.440892e-16
4.440892e-16	 3.265986e+00	 3.265986e+00
3.919184e+00	 -1.959592e+00	 -2.612789e+00
-3.265986e+00	 -1.959592e+00	 3.919184e+00
5.225578e+00	 3.919184e+00	 -2.612789e+00
-1.306395e+00	 -1.959592e+00	 -1.959592e+00
-1.306395e+00	 -1.306395e+00	 -4.440892e-16
-6.531973e-01	 1.306395e+00	 1.306395e+00
6.531973e-01	 -2.220446e-16	 -1.306395e+00
-6.531973e-01	 -6.531973e-01	 -6.531973e-01
-6.531973e-01	 -1.959592e+00	 -1.306395e+00
1.306395e+00	 6.531973e-01	 -4.440892e-16
-1.959592e+00	 -2.612789e+00	 -2.612789e+00
-1.306395e+00	 -6.531973e-01	 1.959592e+00
1.959592e+00	 1.306395e+00	 1.306395e+00
-3.919184e+00	 -2.612789e+00	 -3.265986e+00
-3.265986e+00	 -5.225578e+00	 -4.572381e+00
-4.572381e+00	 -3.919184e+00	 -1.959592e+00
-2.612789e+00	 -2.612789e+00	 -1.959592e+00
-2.612789e+00	 -1.306395e+00	 -1.959592e+00
6.531973e-01	 6.531973e-01	 1.306395e+00
3.330669e-16	 -4.440892e-16	 -1.959592e+00
2.612789e+00	 1.959592e+00	 2.612789e+00
1.306395e+00	 1.959592e+00	 2.612789e+00
